S.No.,Name,CMP Rs.,TruFace Rs.,Mar Cap Rs.Cr. ,Sales Rs.Cr.,spe %,NP 12M Rs.Cr.,EPS 12M Rs.,P/E,Div Yld %,CMP / BV,Vol 1d,Face value Rs.,B.V. Rs.,QoQ Profits %,No. Eq. Shares Cr.,Debt / Eq
1096,Praveg,817.85,81.79,2112.15,102.84,20.52,12.49,5.39,169.11,0.55,6.97,38187,10,117.29,-50.65,2.58,0.22
1097,Pix Transmission,1546.65,154.67,2108.08,510.2,4.12,94.6,69.43,22.28,0.45,4.28,35282,10,361.6,12.36,1.36,0.09
1098,Antony Waste han,742.6,148.52,2107.65,878.56,2.40,98.57,30.14,24.67,0.00,3.67,222304,5,202.13,-29.38,2.84,0.78
1099,Agro Tech Foods.,864.1,86.41,2105.81,752.97,2.80,6.07,2.49,471.10,0.35,4.21,27239,10,205.28,-86.49,2.44,0.08
1100,Alicon Cast.,1278,255.6,2078.26,1645.29,1.27,70.83,43.85,29.34,0.59,3.71,10595,5,344.6,-7.30,1.63,0.60
1101,Andhra Paper,522.5,52.25,2077.98,1638.88,1.27,248.87,62.58,8.35,1.91,1.10,56684,10,476.04,-27.94,3.98,0.06
1102,Summit Securitie,1905.25,190.53,2076.72,111.66,18.60,70.31,64.49,27.00,0.00,0.23,3327,10,8279.45,-79.58,1.09,0.00
1103,Hubtown,259.69,25.97,2075.85,312.82,6.63,-80.4,-9.79,,0.00,1.65,485191,10,157.38,105.09,7.99,0.75
1104,NELCO,907.8,90.78,2071.60,315.58,6.56,22.5,9.86,92.07,0.24,16.76,177800,10,54.16,-25.25,2.28,0.46
1105,Hariom Pipe,712.7,71.27,2057.22,1256.25,1.64,58.87,20.78,34.95,0.00,4.43,293646,10,160.79,4.41,2.89,0.80
1106,Dec.Gold Mines,139.25,139.25,2056.26,6.68,307.89,-29.13,-1.94,,0.00,9.70,650837,1,14.36,156.12,14.77,0.47
1107,Vardhman Special,251.85,25.19,2052.45,1666.78,1.23,99.14,12.18,20.70,0.79,2.85,148103,10,88.31,-20.46,8.15,0.12
1108,Sanstar,112.41,56.21,2048.61,1067.27,1.92,66.77,4.75,30.68,0.00,,1426675,2,,,18.22,0.65
1109,Aeroflex,158.01,79.01,2043.39,323.21,6.32,43.06,3.33,47.32,0.16,6.97,684922,2,22.68,23.06,12.93,0.00
1110,Navkar Corporat.,135.56,13.56,2040.44,446.97,4.56,-18.5,-1.23,,0.00,1.03,519842,10,131.18,-280.03,15.05,0.11
1111,Sangam India,405,40.5,2034.99,2667.52,0.68,36.65,8.14,49.59,0.49,1.85,56559,10,218.81,1.59,4.5,1.02
1112,Gandhar Oil Ref.,207.48,103.74,2030.60,4037.68,0.50,143.73,13.83,16.04,0.24,1.73,194250,2,119.77,169.61,9.79,0.23
1113,Hil Ltd,2683.85,268.39,2023.86,3466.08,0.58,-10.45,-13.87,,1.40,1.62,10017,10,1661.39,11572.73,0.75,0.62
1114,Igarashi Motors,639.95,64,2014.25,778.86,2.59,16.32,5.19,123.42,0.16,4.51,149927,10,142.01,58.75,3.15,0.31
1115,Centum Electron,1560.85,156.09,2013.00,1089.17,1.85,-8.05,-6.24,,0.38,9.90,8692,10,157.72,44.35,1.29,1.11
1116,Yatra Online,128.22,128.22,2011.98,412.95,4.87,-6.45,-0.41,,0.00,2.69,201678,1,47.64,-27.60,15.69,0.11
1117,Deep Industries,312.7,62.54,2001.28,449.13,4.46,132.89,20.27,15.49,0.78,1.39,195692,5,225.51,5.64,6.4,0.11
1118,Master Trust,919.3,183.86,1999.77,568.4,3.53,123.59,56.81,16.18,0.00,3.97,269929,5,231.81,-8.50,2.18,0.37
1119,Veranda Learning,280.55,28.06,1999.58,411.81,4.86,-81.94,-12.47,,0.00,5.15,45412,10,54.49,34.72,7.13,1.55
1120,Bombay Super Hyb,190.09,190.09,1994.75,296.99,6.71,22.7,2.16,87.87,0.00,25.49,41842,1,7.46,255.27,10.49,0.61
1121,Ram Ratna Wires,452.1,90.42,1989.24,3150.39,0.63,61.83,12.88,35.10,0.55,4.85,163339,5,93.27,-15.42,4.4,0.58
1122,Suryoday Small,187.04,18.7,1987.08,1718.73,1.16,238.42,22.45,8.33,0.00,1.25,484101,10,149.28,15.15,10.62,5.01
1123,Indo Tech.Trans.,1865.3,186.53,1980.95,492.14,4.02,49.23,46.36,40.24,0.00,9.12,11648,10,204.48,-76.89,1.06,0.02
1124,Alpex Solar,807.85,80.79,1977.08,412.6,4.80,26.56,10.86,87.29,0.00,15.10,88000,10,53.5,149.21,2.45,0.27
1125,Expleo Solutions,1271.8,127.18,1973.80,991.92,1.99,94.16,60.67,20.96,0.39,3.23,11788,10,393.79,52.23,1.55,0.04
1126,Walchan. Inds.,355.25,177.63,1968.34,314.33,6.26,-32.13,-6.79,,0.00,6.26,742453,2,56.76,51.94,5.54,0.76
1127,Divgi Torq,643.45,128.69,1967.86,251.09,7.84,35.26,11.53,55.81,0.40,3.39,17318,5,189.76,-35.29,3.06,0.00
1128,BLS E-Services,216.54,21.65,1967.41,301.49,6.53,40.61,4.84,51.44,0.00,4.56,639244,10,47.45,15.86,9.09,0.02
1129,Balmer Law. Inv.,88.45,88.45,1963.35,2394.48,0.82,271.13,7.76,11.39,4.30,1.61,640840,1,54.99,-13.92,22.2,0.09
1130,Sigachi Indust.,59.77,59.77,1961.62,409.97,4.78,59.15,1.85,33.24,0.17,4.57,953398,1,13.09,-15.89,32.82,0.29
1131,Jagran Prakashan,90.02,45.01,1959.32,1923.45,1.02,162.05,8.28,12.09,4.44,1.02,305470,2,88.59,581.56,21.77,0.13
1132,Oriental Rail,318.5,318.5,1957.47,556.45,3.52,30.43,5.41,64.33,0.00,6.83,146168,1,46.62,34.10,6.15,0.96
1133,Ramco Inds.,224.34,224.34,1947.47,1557.52,1.25,105.45,12.15,18.47,0.33,0.48,128830,1,467.8,-10.04,8.68,0.06
1134,Wheels India,796.1,79.61,1945.11,4561.33,0.43,80.02,32.75,24.31,0.93,2.45,25585,10,324.99,-31.12,2.44,0.92
1135,Unicommerce,189.6,189.6,1942.15,103.58,18.74,13.08,2.22,149.40,0.00,,3660400,1,,,10.24,0.11
1136,Platinum Industr,353.55,35.36,1941.87,305.14,6.36,49.85,10.49,39.20,0.00,5.86,763217,10,60.29,65.64,5.49,0.03
1137,Mufin Green,122.62,122.62,1941.02,117.43,16.53,17.23,1.11,110.04,0.00,7.95,60563,1,15.42,14.07,15.83,2.62
1138,Wonder Electric.,1446.45,144.65,1938.36,684.39,2.83,11.2,8.36,173.07,0.07,22.06,33366,10,65.57,-72.74,1.34,0.73
1139,TajGVK Hotels,308.9,154.45,1936.85,409.2,4.73,93.22,14.87,20.78,0.49,3.54,154219,2,87.36,-45.59,6.27,0.20
1140,MIC Electronics,80.33,40.17,1936.05,58.26,33.23,62.57,2.82,34.60,0.00,14.59,740451,2,5.51,-96.03,24.1,0.10
1141,D-Link India,541.8,270.9,1923.65,1273.86,1.51,93.33,26.29,20.61,1.48,4.63,229228,2,117.02,-5.24,3.55,0.02
1142,M B Agro Prod.,219.05,21.91,1919.47,868.27,2.21,29.1,3.32,65.96,0.11,5.51,15085,10,39.75,732.61,8.76,0.82
1143,Advait Infratech,1875.4,187.54,1914.34,241.2,7.93,25.78,25.37,74.26,0.00,26.05,12896,10,72,-25.86,1.02,0.81
1144,Everest Kanto,169.18,84.59,1898.33,1297.38,1.46,103.75,9.4,18.00,0.41,1.72,2271243,2,98.08,112.81,11.22,0.04
1145,Udaipur Cement,33.84,8.46,1896.86,1242.11,1.53,46.92,0.84,46.92,0.00,2.14,1125981,4,15.83,-151.95,56.05,1.48
1146,India Power Corp,19.34,19.34,1883.31,642.6,2.93,17.53,0.18,107.43,0.26,1.85,564325,1,10.44,-58.99,97.38,0.21
1147,Hercules Hoists,584.65,584.65,1870.88,176.62,10.59,37.15,11.61,50.36,0.68,1.97,42571,1,296.23,-50.13,3.2,0.01
1148,Excel Industries,1487.15,297.43,1869.45,876.77,2.14,42.16,33.54,44.34,0.37,1.31,60489,5,1135.23,365.07,1.26,0.00
1149,I G Petrochems,607.05,60.71,1869.40,2128.92,0.88,39.48,12.82,47.35,1.24,1.51,58373,10,402.47,284.69,3.08,0.27
1150,Pondy Oxides,1474.45,147.45,1859.43,1640.88,1.13,47.52,39.07,39.13,0.34,5.24,160120,10,281.37,18.13,1.26,0.27
1151,Dr Agarwal's Eye,3952.1,395.21,1857.49,339.96,5.46,48.93,104.11,37.96,0.13,11.82,3803,10,334.36,10.32,0.47,1.71
1152,Kilburn Engg.,443,44.3,1852.64,290.34,6.38,43.28,10.9,42.81,0.23,7.61,113714,10,58.23,-12.58,4.18,0.30
1153,Om Infra,192.07,192.07,1849.63,1016.51,1.82,45.5,4.71,40.75,0.26,2.56,218195,1,75.11,297.78,9.63,0.10
1154,Jindal Drilling,636.05,127.21,1843.27,694.04,2.66,82.92,28.61,22.23,0.08,1.35,27071,5,470.03,392.40,2.9,0.22
1155,Agarwal Indl.,1228.75,122.88,1837.94,2204.24,0.84,120.65,80.66,15.23,0.24,3.60,52073,10,341.64,2.60,1.5,0.71
1156,Heranba Inds,458.3,45.83,1833.82,1278.11,1.43,56.72,14.31,32.11,0.27,2.18,342779,10,210.69,2376.71,4,0.20
1157,Eco Recyc.,949.45,94.95,1832.13,34.03,53.85,19.89,10.31,92.11,0.00,28.03,70604,10,33.87,175.46,1.93,0.09
1158,Auto.Corp.of Goa,2973.5,297.35,1810.45,636.69,2.85,46.19,75.86,39.20,0.67,8.27,3565,10,359.61,64.25,0.61,0.29
1159,Tinna Trade,445.5,44.55,1795.56,451.07,4.17,8.87,-0.18,202.43,0.00,70.26,338,10,6.34,88.47,4.22,0.96
1160,Madras Fertilize,111.35,11.14,1793.85,2354.93,0.76,80.44,4.99,13.71,0.00,,3092598,10,-11.78,-54.16,16.11,
1161,Kiri Industries,345.05,34.51,1788.54,985.54,1.81,213.75,41.24,8.37,0.00,0.64,259215,10,542.44,914.48,5.18,0.04
1162,Dynacons Sys.,1406.8,140.68,1788.48,1049.82,1.70,57.6,45.34,31.05,0.04,11.35,115422,10,123.94,23.72,1.27,0.23
1163,Atul Auto,643.6,128.72,1786.07,602.72,2.97,17.24,6.97,103.60,0.00,4.25,34720,5,151.3,-84.43,2.78,0.34
1164,S P I C,87.68,8.77,1785.52,2129.26,0.84,124.23,6.1,10.35,1.71,1.66,3185940,10,52.82,358.15,20.36,0.44
1165,Sirca Paints,325.4,32.54,1783.48,317.4,5.62,48.74,8.89,36.59,0.46,5.78,130999,10,56.33,-18.39,5.48,0.00
1166,GTPL Hathway,158.34,15.83,1780.74,3281.43,0.54,91.58,7.59,20.86,2.53,1.54,17829,10,103.13,-6.60,11.25,0.25
1167,Roto Pumps,566.95,283.48,1780.65,277.63,6.41,37.52,11.83,47.93,0.56,9.13,200853,2,62.07,-55.99,3.14,0.27
1168,BCL Industries,60.2,60.2,1776.88,2336.19,0.76,100.68,3.46,18.84,0.42,2.52,9814655,1,23.93,3.37,29.52,0.73
1169,Arman Financial,1692.75,169.28,1773.78,696.37,2.55,164.94,168.15,10.75,0.00,2.18,147034,10,775.7,-38.41,1.05,2.12
1170,Rel. Indl. Infra,1169.7,116.97,1766.25,56.22,31.42,10.47,6.93,168.70,0.30,4.11,151768,10,284.52,-16.03,1.51,0.00
1171,Fairchem Organic,1355.45,135.55,1764.92,625.81,2.82,48.23,37.04,36.59,0.55,6.09,34159,10,222.67,17.77,1.3,0.03
1172,Shanti Educat.,109.35,109.35,1760.54,15.22,115.67,3.6,0.22,489.04,0.00,27.83,103254,1,3.93,420.93,16.1,0.02
1173,G M Breweries,769.85,76.99,1758.87,620.77,2.83,156.55,68.64,11.24,0.73,2.13,34761,10,360.67,-71.21,2.28,0.00
1174,The Hi-Tech Gear,936.35,93.64,1758.30,1104.05,1.59,119.2,63.5,32.83,0.27,3.77,6405,10,248.25,-20.13,1.88,0.64
1175,Motisons Jewel,178.52,17.85,1757.46,416.76,4.21,32.23,3.27,54.18,0.00,5.36,2621275,10,33.33,-41.33,9.84,0.34
1176,Precision Camshf,184.96,18.5,1756.86,1023.68,1.72,47.86,5.04,49.57,0.54,2.35,108565,10,78.79,246.87,9.5,0.15
1177,Windlas Biotech,840.4,168.08,1756.46,661.32,2.66,59.6,28.62,29.47,0.48,3.88,96549,5,216.33,-20.66,2.09,0.01
1178,Ador Welding,1291.05,129.11,1755.83,923.96,1.90,67.09,49.34,26.17,1.43,4.84,13729,10,266.49,-18.91,1.36,0.12
1179,Elpro Internatio,103.5,103.5,1754.11,344.35,5.09,113.53,6.7,15.45,0.58,1.09,146311,1,94.85,97.88,16.95,0.23
1180,Amines & Plast.,317.95,158.98,1749.36,647.49,2.70,40.57,7.37,43.12,0.16,7.95,15245,2,40,-33.08,5.5,0.39
1181,Media Matrix,15.38,15.38,1742.16,1345.34,1.29,7.64,0.05,311.10,0.00,6.54,86751,1,2.35,-21.79,113.27,0.43
1182,GNA Axles,405.65,40.57,1741.49,1531.86,1.14,94.63,22.04,18.40,0.49,2.17,44351,10,186.76,65.85,4.29,0.24
1183,Salzer Electron.,984.35,98.44,1740.60,1200.84,1.45,47.14,27.22,36.92,0.25,3.67,160569,10,268.12,9.69,1.77,0.66
1184,Kesar India,704.25,70.43,1740.40,52.63,33.05,10.07,4.07,172.83,0.00,59.52,2000,10,11.83,-45.08,2.47,0.74
1185,Sadhana Nitro,70.21,70.21,1734.60,186.74,9.29,4.64,0.19,373.84,0.21,7.66,240944,1,9.17,19.23,24.71,1.03
1186,Camlin Fine,103.12,103.12,1727.21,1589.31,1.09,-151.55,-8.49,,0.00,2.00,649068,1,51.64,57.64,16.75,0.79
1187,BIGBLOC Const.,243.75,121.88,1725.45,239.91,7.19,27.82,4.13,62.02,0.33,16.59,97718,2,14.7,-64.97,7.08,1.37
1188,Zota Health Care,647.2,64.72,1717.30,198.14,8.66,-24.23,-9.25,,0.15,18.59,30744,10,34.81,-83.82,2.65,1.06
1189,India Nipp.Elec.,757.65,151.53,1713.91,750.79,2.28,68.18,30.14,25.14,1.35,2.75,25344,5,275.51,-11.17,2.26,0.00
1190,DCM Shriram Inds,196.62,98.31,1710.44,2114.38,0.81,119.66,13.76,14.29,1.02,2.10,58695,2,93.73,-18.84,8.7,0.65
1191,KKRRAFTON Develo,174.9,17.49,1709.82,79.81,21.43,5.71,9.11,299.44,0.00,16.51,244,10,10.6,-5.58,9.78,0.04
1192,Paushak,5520.85,552.09,1701.59,209.66,8.16,55.53,180.17,30.64,0.36,4.17,441,10,1324.16,-43.54,0.31,0.00
1193,Kokuyo Camlin,169.61,169.61,1701.25,809.52,2.10,41.71,4.16,40.79,0.29,5.74,84361,1,29.54,55.85,10.03,0.27
1194,Borosil Scienti.,190.44,190.44,1691.04,390.42,4.33,23.48,2.65,71.90,0.00,,237787,1,,-46.83,8.88,0.05
1195,Last Mile Enter.,727.25,72.73,1690.07,131.02,12.88,3.03,1.45,689.82,0.03,,1135,10,,-234.95,2.32,
1196,Everest Inds.,1067.35,106.74,1685.86,1613.65,1.05,16.32,10.33,122.88,0.23,2.82,9965,10,378.37,192.46,1.58,0.16
1197,Shriram Properti,98.76,9.88,1682.41,883.49,1.90,76.22,4.48,22.08,0.00,1.32,1511549,10,74.97,-13.22,17.04,0.51
1198,Subex,29.81,5.96,1680.34,310.59,5.41,-183.66,-3.06,,0.00,5.04,6005148,5,5.92,92.84,56.37,0.08
1199,IRM Energy,408.5,40.85,1677.29,885.83,1.90,77.48,21.13,21.65,0.37,1.84,327546,10,221.79,108.24,4.11,0.28
1200,Peninsula Land,54.14,27.07,1671.31,419.06,3.99,66.03,2.17,26.36,0.00,6.79,753146,2,7.97,-107.94,30.87,1.25
1201,Yamuna Syndicate,53990,539.9,1659.46,62.01,26.12,130.97,4260.57,12.67,0.74,1.40,11,100,38572.22,-33.27,0.03,0.00
1202,ASM Technologies,1409.2,140.92,1658.95,203.32,8.18,-3.99,-1.54,,0.07,15.31,7303,10,92.02,184.07,1.18,0.76
1203,Jyoti Resins,1376.2,137.62,1651.44,265.3,6.22,70.15,58.46,23.54,0.44,9.93,15037,10,138.53,-0.05,1.2,0.00
1204,Tour. Fin. Corp.,176.68,17.67,1635.98,244.49,6.69,92.14,10.13,17.76,1.41,1.47,655995,10,120.57,24.51,9.26,0.90
1205,Yuken India,1255.9,125.59,1632.67,437.63,3.73,22.69,17.49,71.96,0.12,5.84,17917,10,215.01,-33.92,1.3,0.28
1206,Sportking India,1281.25,128.13,1628.11,2472.27,0.66,84,66.1,19.38,0.39,1.97,24917,10,649.32,39.24,1.27,1.15
1207,Popular Vehicles,228.52,114.26,1627.02,5700.94,0.29,73.77,11.28,22.06,0.00,2.49,364094,2,91.74,-72.90,7.12,1.42
1208,Oriental Aromat.,481.25,96.25,1619.58,856.47,1.89,26.13,7.76,61.98,0.10,2.56,67426,5,187.9,8.50,3.37,0.33
1209,Century Enka,738.8,73.88,1614.28,1843.67,0.88,56.48,25.85,28.58,1.35,1.18,48380,10,625.91,19.89,2.19,0.04
1210,Rico Auto Inds,119.02,119.02,1610.34,2165.49,0.74,38.87,2.81,41.91,0.63,2.24,705039,1,53.22,-65.38,13.53,0.96
1211,Anzen IYEP Trust,101.66,,1606.23,250.43,6.41,-24.73,-1.57,,,1.21,0,,83.98,76.38,15.8,0.56
1212,Vascon Engineers,71.66,7.17,1604.02,1108.24,1.45,65.64,2.98,24.44,0.35,1.62,1257621,10,44.33,-42.93,22.38,0.20
1213,Mishtann Foods,15.06,15.06,1600.60,1369.17,1.17,345.96,3.31,4.63,0.01,2.91,3157943,1,5.18,-24.29,106.28,0.08
1214,Rane (Madras),983,98.3,1598.88,2172.62,0.74,20.9,12.85,14.81,0.00,6.25,90425,10,157.37,136.39,1.63,2.85
1215,T.V. Today Netw.,266.6,53.32,1590.77,1041.13,1.53,98.98,16.59,15.55,3.19,1.83,170254,5,145.37,348.34,5.97,0.04
1216,Mangalore Chem.,133.7,13.37,1584.61,3651.47,0.43,149.44,12.61,10.60,1.12,1.69,198673,10,79.29,807.23,11.85,1.11
1217,BMW Industries,70.34,70.34,1583.26,614.31,2.58,70.4,3.13,22.51,0.31,2.39,814211,1,29.37,16.68,22.51,0.16
1218,T N Newsprint,228.6,22.86,1582.14,4549.01,0.35,101.41,14.65,15.60,1.75,0.76,139805,10,301.94,-33.61,6.92,0.86
1219,Texmaco Infrast.,124.14,124.14,1581.87,16.32,96.91,5.42,0.42,293.48,0.12,1.07,310662,1,116.38,-85.66,12.74,0.02
1220,Bharat Wire,230.6,23.06,1576.45,596.92,2.64,90.67,13.32,17.39,0.00,2.37,77718,10,97.12,-17.20,6.84,0.20
1221,Krishana Phosch.,260.2,26.02,1575.58,1039.3,1.52,45,7.5,35.01,0.10,5.24,50737,10,49.64,193.56,6.06,1.45
1222,Eimco Elecon(I),2728.95,272.9,1574.60,253.39,6.25,48.97,84.89,32.15,0.18,4.08,11547,10,669.46,-0.40,0.58,0.00
1223,Dhunseri Vent.,448.05,44.81,1569.07,524.44,2.99,181.67,52.17,8.64,1.12,0.53,96312,10,845.48,190.27,3.5,0.13
1224,Suyog Telematics,1468,146.8,1565.20,173.92,9.03,67.97,63.25,23.03,0.09,5.25,57426,10,279.86,7.44,1.07,0.50
1225,India Motor Part,1254.1,125.41,1565.12,727.85,2.15,75.47,60.47,20.74,2.15,0.76,3132,10,1654.32,6.10,1.25,0.00
1226,Rama Steel Tubes,10.56,10.56,1562.95,950.63,1.65,29.35,0.19,54.96,0.00,4.69,10066762,1,2.25,-18.95,148.76,0.43
1227,Shiva Cement,52.92,26.46,1561.14,443.34,3.52,-85.32,-2.89,,0.00,,3650524,2,-4.98,-83.32,29.5,
1228,Allsec Tech.,1021.5,102.15,1556.77,491.18,3.16,80.18,52.62,23.37,4.41,6.34,40152,10,161.08,54.12,1.52,0.18
1229,Forbes Precision,301.1,30.11,1553.51,228.5,6.80,29.71,,52.34,0.00,,14074,10,,-55.28,5.16,0.06
1230,Sterling Tools,430.75,215.38,1551.74,993.05,1.56,60.7,16.85,25.75,0.46,3.47,756060,2,124.11,13.29,3.6,0.26
1231,Swelect Energy,1022.15,102.22,1549.45,301.25,5.16,58.14,37.85,76.25,0.29,1.85,85060,10,553.55,-81.70,1.52,0.68
1232,Manali Petrochem,90.08,18.02,1549.37,971.45,1.59,28.12,1.63,53.39,0.83,1.46,470073,5,61.73,901.54,17.2,0.10
1233,Systematix Corp.,1188.45,118.85,1542.64,150.25,10.28,50.66,39.03,30.45,0.08,10.13,962,10,117.34,-92.50,1.3,0.13
1234,Butterfly Gan Ap,861.4,86.14,1540.18,894,1.72,-4.81,-2.69,,0.00,5.27,7287,10,163.42,112.75,1.79,0.01
1235,Steel Exchange,12.96,12.96,1537.88,1101.57,1.40,18.89,0.16,81.41,0.00,2.32,1711032,1,5.57,-86.94,118.66,0.58
1236,Amic Forging,1458.15,145.82,1529.37,126.15,12.14,13.83,13.19,110.58,0.00,23.67,10800,10,61.59,,1.05,0.06
1237,Centrum Capital,36.75,36.75,1528.92,2479.37,0.62,-128.57,-3.39,,0.00,3.47,2237054,1,10.59,-409.24,41.6,24.45
1238,SMC Global Sec.,145.94,72.97,1527.99,1775.01,0.86,211.39,20.08,7.27,1.64,1.39,670397,2,104.65,-19.61,10.47,1.34
1239,63 Moons Tech.,329.4,164.7,1517.83,395.77,3.84,161.38,37.88,9.26,0.61,0.45,141840,2,726.45,-391.36,4.61,0.00
1240,NIIT,111.41,55.71,1507.49,323.41,4.66,45.26,3.25,34.06,0.45,1.46,601697,2,76.53,-28.01,13.53,0.01
1241,Taneja Aerospace,590.25,118.05,1505.17,31.93,47.14,11.15,4.42,134.99,0.68,11.54,17956,5,51.14,37.30,2.55,0.00
1242,Polo Queen Ind.,44.79,22.4,1503.82,79.18,19.00,3.06,0.09,491.44,0.00,7.98,9755,2,5.61,-52.86,33.58,0.08
1243,TCC Concept,680,68,1498.34,81.6,18.33,22.59,14.05,72.77,0.00,7.49,4409,10,90.82,12.89,2.2,0.02
1244,Likhitha Infra.,379.55,75.91,1497.32,447.86,3.34,67.27,17.05,22.26,0.40,4.83,123666,5,78.62,-8.81,3.94,0.00
1245,Kellton Tech,153.68,30.74,1496.87,995.79,1.50,68.53,7.06,21.84,0.00,3.38,1862379,5,45.52,-16.67,9.74,0.31
1246,5Paisa Capital,479,47.9,1494.95,412.24,3.63,57.34,18.47,26.07,0.00,2.76,46961,10,173.39,539.17,3.12,0.62
1247,Punjab Chemicals,1216.75,121.68,1491.74,895.09,1.67,45.17,36.84,33.03,0.25,4.52,4495,10,269.25,457.68,1.23,0.37
1248,Fedders Holding,909.45,90.95,1491.19,593.02,2.52,108.39,106.36,13.78,0.00,2.18,13115,10,417.04,64.76,1.64,0.14
1249,Ultramarine Pig.,507.25,253.63,1481.17,554.2,2.67,54.25,18.58,27.30,0.99,1.66,24272,2,305.86,55.28,2.92,0.05
1250,GRM Overseas,246.22,123.11,1477.32,1164.41,1.27,51.79,8.63,28.53,0.18,4.82,1777577,2,51.08,2.55,6,1.28
1251,NGL Fine Chem,2372.9,474.58,1466.45,347.89,4.23,38.55,62.4,38.04,0.07,5.58,3623,5,425.4,-27.83,0.62,0.13
1252,Andhra Sugars,107.95,53.98,1463.10,1882.21,0.78,70.06,5.08,20.59,1.85,0.92,225195,2,116.79,-39.64,13.55,0.02
1253,Syncom Formul.,15.52,15.52,1458.88,285.83,5.10,27.01,0.29,53.97,0.00,5.09,3757830,1,3.05,13.04,94,0.25
1254,Brightcom Group,7.2,3.6,1452.90,7606.48,0.19,1415.24,7.01,1.03,0.00,0.21,0,2,34.69,40.29,201.79,0.00
1255,Rishabh Instrum.,376.6,37.66,1439.32,686.64,2.10,35.03,9.29,41.70,0.00,2.57,162243,10,146.32,38.36,3.82,0.10
1256,Sh. Digvijay Cem,97.23,9.72,1433.24,775.63,1.85,81.79,5.56,17.52,3.09,3.76,297792,10,25.86,-64.48,14.74,0.00
1257,Kirl. Electric,213.99,21.4,1421.19,573.25,2.48,14.18,2.14,100.22,0.00,17.26,673109,10,12.4,-64.39,6.64,1.54
1258,Signpost India,265.42,132.71,1418.67,393.75,3.60,44.9,8.41,31.60,0.00,7.49,919317,2,35.42,-36.73,5.34,0.82
1259,Sakuma Exports,9.03,9.03,1415.65,2382.44,0.59,40.88,0.26,34.63,0.11,2.93,11301588,1,3.08,-78.12,156.77,0.21
1260,Solex Energy,1769.3,176.93,1415.44,365.92,3.87,8.73,10.91,162.14,0.01,30.61,8400,10,57.8,997.26,0.8,2.08
1261,Timex Group,139.85,139.85,1411.79,421.29,3.35,19.02,1.88,74.23,0.00,207.62,74966,1,0.67,-65.68,10.1,12.67
1262,Wardwizard Inno.,54.07,54.07,1409.57,328.37,4.29,14.82,0.57,95.11,0.18,13.74,754764,1,3.94,-43.46,26.07,0.82
1263,One Point One,65.89,32.95,1407.33,195.19,7.21,26.16,1.27,53.80,0.00,9.73,1726155,2,6.77,14.11,21.36,0.42
1264,Assoc.Alcohols,778.1,77.81,1406.74,855.22,1.65,55.99,30.97,25.12,0.26,3.41,77985,10,227.9,44.65,1.81,0.26
1265,Shankara Build.,578.5,57.85,1402.82,4987.28,0.28,79.9,33.41,17.56,0.52,1.76,100946,10,328.9,-33.73,2.42,0.11
1266,Selan Expl. Tech,921.15,92.12,1400.15,200.94,6.97,45.89,30.19,30.51,0.00,3.56,154328,10,259.06,48.49,1.52,0.01
1267,Himatsing. Seide,142.12,28.42,1399.31,2894.78,0.48,104.24,10.59,13.42,0.00,0.90,778393,5,158.34,-13.40,9.85,1.86
1268,GPT Healthcare,170.53,17.05,1399.28,401.82,3.48,47.75,5.9,29.30,1.47,6.40,236500,10,26.63,-22.31,8.21,0.14
1269,Ester Industries,148.87,29.77,1398.69,1092.01,1.28,-115.08,-13.26,,0.34,1.95,1762269,5,76.37,32.12,9.4,1.08
1270,Wealth First Por,1310.25,131.03,1396.07,63.03,22.24,47.72,44.79,29.26,0.53,11.89,11856,10,110.19,1.47,1.07,0.00
1271,Ramco Systems,393.2,39.32,1395.42,523.27,2.67,-214.42,-60.79,,0.00,4.62,110043,10,85.09,14.96,3.55,0.21
1272,Kernex Microsys.,832.5,83.25,1395.22,47.31,29.56,-22.2,-13.29,,0.00,13.09,58511,10,63.61,128.18,1.68,0.26
1273,Hind Rectifiers,811.95,405.98,1391.51,555.5,2.50,17.55,10.24,57.60,0.15,11.17,29488,2,72.66,35.35,1.71,1.08
1274,Macpower CNC,1385.05,138.51,1385.63,250.8,5.52,26.22,26.21,52.85,0.11,11.63,21168,10,119.06,-55.38,1,0.00
1275,Mukka Proteins,45.95,45.95,1378.50,1278.06,1.08,75.16,2.81,19.65,0.00,3.48,1287937,1,13.2,-81.96,30,0.92
1276,CFF Fluid,707.8,70.78,1378.38,106.86,12.92,17.09,8.78,80.65,0.07,10.95,25200,10,64.67,-30.79,1.95,0.19
1277,Marsons,80.05,80.05,1377.66,36.1,38.16,6.29,0.38,219.02,0.00,78.81,986786,1,1.02,1064.44,17.21,0.63
1278,Allcargo Gati,92.82,46.41,1364.60,1680.04,0.81,6.7,1.19,,0.00,1.90,600155,2,48.79,64.83,14.7,0.61
1279,Prakash Pipes,570.45,57.05,1364.42,698.61,1.95,96.57,40.37,14.13,0.21,3.74,1136078,10,152.67,0.16,2.39,0.11
1280,Aurum Proptech,218.45,43.69,1363.81,234.78,2.72,-60.56,-10.61,,0.00,3.53,878913,5,61.92,-130.11,2.92,1.77
1281,Hexa Tradex,246.83,123.42,1363.74,40.5,33.64,27.61,5,45.29,0.00,0.36,58864,2,693.65,-27.21,5.52,0.01
